Product Gmid,Quantity,Expiry
639608,25095,
263269,340,
263269,2414,
624622,4606,
241634,130,
241634,580,
381782,120,
381782,3783,
571696,1335,
571696,1360,
187750,1120,
187750,71959,
663995,2125,
187747,2,
187747,7194,
187747,8813,
443299,2077,
479387,14500,
479387,47520,
479530,24,
479530,10513,
479530,11250,
479530,21943,
323470,24,
323470,24,
323470,8540,
323470,21537,
323470,32230,
323473,2,
323473,3,
323473,6,
323473,68,
323473,26208,
323473,42186,
312451,80,
312451,4000,
355560,637,
355560,8880,
408003,13,
408003,798,
408003,3238,
408003,4134,
624775,1269,
624775,1980,
624775,4500,
624774,1,
624774,2,
624774,200,
624774,40209,
624774,41759,
476998,2490,
298698,85,
298698,4800,
213848,70,
213848,14639,
213848,60361,
213847,10,
213847,11372,
213847,21600,
298711,3520,
310637,640,
39171,950,
413689,117,
414074,499,
671637,5250,
671637,9168,
671637,9170,
671637,9234,
671637,9269,
671637,9353,
671639,7805,
671639,11318,
671639,26700,
671639,27109,
477787,7560,
269069,2,
269069,633,
269069,799,
269069,6720,
269069,15330,
269069,26727,
269069,36240,
489540,12,
489540,17511,
489540,32514,
489540,56923,
489541,5,
489541,25,
489541,37914,
489541,82082,
516143,834,
592979,271,
592979,8300,
592980,379,
592980,5000,
592989,3005,
592989,5000,
282345,3,
282319,2052,
282348,1404,
282348,3780,
209742,2,
209742,7919,
209742,12735,
168279,238,
168279,13926,
545747,5267,
545747,5900,
545747,10910,
213866,109,
612011,173,
477012,13340,
476947,34612,
476624,244,
475988,3262,
475988,9696,
475988,9720,
352016,1110,
352016,5478,
643215,232,
643215,320,
476009,456,
476009,5676,
415360,80,
415360,200,
250800,1500,
250798,208,
250798,6048,
250798,13680,
258746,84,
258746,204,
263980,140,
261605,1136,
261608,672,
380567,832,
624625,22594,
624625,29497,
625765,38,
625765,880,
625765,2000,
625765,12091,
380554,780,
667138,2330,
436418,1440,
436418,4024,
436418,11467,
655846,500,
242086,236,
242086,3923,
263707,740,
477825,9,
477825,25371,
663982,52287,
663982,55440,
653430,8280,
663419,2,
663988,3,
663988,1336,
663988,5400,
651777,18,
651777,28,
653084,1800,
653093,4800,
615902,1002,
615902,1658,
615926,270,
671568,3,
652574,1488,
651766,10710,
663990,6800,
506739,2524,
645820,1,
645820,5589,
645818,19,
645818,2207,
645815,16,
645815,12893,
